Lot_number1	Lot_number2	Estimate_from1	Estimate_from2	Estimate_to1	Estimate_to2	Currency1	Currency2	Price1	Price2	Auction_date1	Auction_date2	Auction_time1	Auction_time2	Auction_location1	Auction_location2	Description1	Description2	link1	link2	Provenance1	Provenance2	Norm_price1	Norm_price2	Norm_estimate_from1	Norm_estimate_from2	Norm_estimate_to1	Norm_estimate_to2	Author	Art	Image	Days_distance	Resale_income	Estimate_from_income	Estimate_to_income
116	593	28000	70000	35000	90000	GBP	USD	33600	60000	23.06.2005	16.05.2007	1900-01-02 09:30:00	1899-12-28 14:00:00	London	New York	 marlene dumas b. 1953 die vroue van blauwbaard   signed, titled and dated 1987 mixed media and paper collage on card94.6 by 64.8cm.; 37¼ by 25½in.  	 marlene dumas b. 1953 die vroue van blauwbaard   signed, titled and dated 1987mixed media and paper collage on card37 1/4 by 25 1/2 in. 94.6 by 64.8 cm.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/contemporary-part-2-l05023/lot.116.html	https://www.sothebys.com/en/auctions/ecatalogue/2007/contemporary-art-day-sale-n08318/lot.593.html	"
 galerie wanda reiff, haarlemacquired directly from the above by the present owner
 "	"
 galerie wanda reiff, haarlemsotheby's, london, june 23, 2005, lot 116acquired by the present owner from the above sale
 "	50971	66837	42476	77977	53095	100256	marlene dumas	DIE VROUE VAN BLAUWBAARD	https://www.sothebys.com/content/dam/stb/lots/N08/N08318/N08318-593-lr-1.jpg	692	15866	35501	47161
175	44	25000	15000	45000	25000	USD	USD	24000	12500	24.05.2006	09.06.2016	1899-12-28 14:15:00	1899-12-28 14:00:00	New York	New York	 marsden hartley1878-1943 birch trees   pastel on paper18 1/4 by 12 1/4 in.(46.4 by 31.1 cm)executed in 1909.  	 marsden hartley 1877 - 1943 birch trees   pastel on tinted paper18 1/4 by 12 1/4 inches(46.4 by 31.1 cm)executed in 1909.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/american-paintings-n08207/lot.175.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/american-paintings-drawings-sculpture-n09484/lot.44.html	"
 estate of the artistpaul rosenberg & co., new york   babcock galleries, new yorkhudson d. walker, minnesotaprivate collection, new york
 "	"
 estate of the artistpaul rosenberg & co., new yorkbabcock galleries, new yorkhudson d. walker, minnesotaprivate collection, new yorksale: sotheby's, new york, may 24, 2006, lot 175acquired from the above sale by the present owner
 "	26269	16525	27364	19830	49255	33050	marsden hartley	BIRCH TREES	https://www.sothebys.com/content/dam/stb/lots/N09/N09484/372N09484_8Z4VP.jpg	3669	-9744	-7534	-16205
157	38	100000	70000	150000	100000	USD	USD	132000	93750	24.05.2006	09.06.2016	1899-12-28 14:15:00	1899-12-28 14:00:00	New York	New York	 marsden hartley1878-1943 pink hibiscus   inscribed pink in pencil on the reverseoil on board16 by 12 in.(40.7 by 30.5 cm)painted in 1938.  	 marsden hartley 1877 - 1943 pink hibiscus   lot 38 is illustrated as the cover of this catalogue.partially titled pink (on the reverse)oil on board16 by 12 inches(40.5 by 30.5 cm)painted in 1938.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/american-paintings-n08207/lot.157.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/american-paintings-drawings-sculpture-n09484/lot.38.html	"
 estate of the artistpaul rosenberg & co., new yorkwilliam macbeth, new yorkzabriskie gallery, new yorkjohn torsen, new yorkacquired by the present owner from the above, circa 1980 
 "	"
 estate of the artistpaul rosenberg & co., new yorkwilliam macbeth, new yorkzabriskie gallery, new yorkjohn torson, new yorkprivate collection (acquired from the above, circa 1980)sale: sotheby's, new york, may 24, 2006, lot 157purchased at the above by the present owner
 "	144482	123939	109456	92541	164185	132202	marsden hartley	PINK HIBISCUS	https://www.sothebys.com/content/dam/stb/lots/N09/N09484/354N09484_8Z4VT.jpg	3669	-20543	-16915	-31983
142	138	150000	60000	250000	80000	USD	USD	156000	81250	18.05.2005	28.03.2018	1899-12-28 14:15:00	1899-12-28 14:00:00	New York	New York	 martin johnson heade1819-1904 vase of mixed flowers with a dove   signed m.j. heade, l.r.oil on canvas23 1/2 by 17 1/2 in.(59.8 by 44.5 cm)painted circa 1871-80.  	 martin johnson heade 1819 - 1904 vase of mixed flowers with a dove   signed m.j. heade (lower right)oil on canvas23 1/2 by 17 3/8 inches(56.7 by 44.1 cm)painted circa 1871-80.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/american-paintings-drawings-and-sculpture-n08096/lot.142.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/american-art-n09844/lot.138.html	"
 north carolina museum of art, raleigh, north carolinajulius weitzner, new yorksale: parke-bernet galleries, new york, february 20-21, 1959, lot 301mr. and mrs. george stern, new yorkhirschl & adler galleries, new yorkacquired by the present owners from the above, 1980
 "	"
 north carolina museum of art, raleigh, north carolinajulius weitzner, new yorksold: parke-bernet galleries, new york, february 20, 1959, lot 301mr. and mrs. george stern, new york (acquired from the above)sold: christie's, new york, may 22, 1980, lot 47hirschl & adler galleries, new yorkcorporate art collection, reader's digest association, 1980 (acquired at the above; sold: sotheby's, new york, may 18, 2005, lot 142)private collection, pennsylvania, 2005private collection, 2007 (acquired from the above) questroyal fine art, new yorkacquired by the present owner from the above, 2010
 "	171050	112436	164471	83029	274119	110706	martin johnson heade	VASE OF MIXED FLOWERS WITH A DOVE	https://www.sothebys.com/content/dam/stb/lots/N09/N09844/180N09844_9NPPN.jpg	4697	-58614	-81442	-163413
112	43	150000	60000	200000	80000	USD	USD	176000	86500	01.12.2004	29.11.2012	1899-12-28 15:15:00	1899-12-28 15:00:00	New York	New York	 martin johnson heade1819-1904 jacqueminot roses   signed m.j. heade, l.l.oil on canvas20 by 12 in.(50.8 by 30.5 cm)painted circa 1883-1900.  	 martin johnson heade1819 - 1904 jacqueminot roses   signed m.j. heade (lower left)oil on canvas20 by 12 inches(50.8 by 30.5 cm)painted circa 1883-1900.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/american-paintings-drawings-and-sculpturebr-including-property-from-the-collection-of-rita-and-daniel-fraad-n08032/lot.112.html	https://www.sothebys.com/en/auctions/ecatalogue/2012/american-art-n08911/lot.43.html	"
 richard york gallery, new yorksale: sotheby parke bernet, new york, may 30, 1984, lot 124, illustratedprivate collection, pennsylvania (acquired at the above sale)marvin sadik fine arts, scarborough, maineacquired by the present owner from the above
 "	"
 private collection, massachusetts (sold: sotheby's, new york, may 31, 1984, lot 124, illustrated in color)richard york gallery, new yorksold: christie's, new york, may 26, 1999, lot 24, illustrated in colorwalter weimer, pennsylvania (acquired from the above sale)marvin sadik fine arts, scarborough, maineprivate collection (acquired from the above and sold: sotheby's, new york, december 1, 2004, lot 112, illustrated in color)babcock galleries, new york (acquired from the above sale)private collection (acquired from the above)sold: heritage auctions texas, wednesday, november 11, 2009, lot 66014, illustrated in color)acquiredread more
 "	189466	102557	161477	71138	215302	94851	martin johnson heade	JACQUEMINOT ROSES	https://www.sothebys.com/content/dam/stb/lots/N08/N08911/077N08911_5SB45.jpg	2920	-86909	-90339	-120451
141	135	200000	250000	300000	350000	USD	USD	299200	265000	06.11.2003	22.05.2008	1899-12-28 15:15:00	1899-12-28 14:00:00	New York	New York	 mary cassatt 1844 - 1926 tete de femme au grand chapeau   signed mary cassatt (lower right)pastel on paper laid down on canvas28 1/2 by 22in. (72.3 by 59.7cm)executed circa 1909.  	 mary cassatt1845-1926 tête de femme au grand chapeau   signed mary cassatt, l.r.pastel on tan papersight: 26 1/2 by 22 in.(72.4 by 55.9 cm)executed circa 1909.  	https://www.sothebys.com/en/auctions/ecatalogue/2003/impressionist-modern-art-part-two-n07936/lot.141.html	https://www.sothebys.com/en/auctions/ecatalogue/2008/american-paintings-drawings-sculpture-n08449/lot.135.html	"
 galerie durand-ruel, paris (acquired from the artist)
marlborough fine art, london
mr. and mrs. david meltzer, toronto (acquired from the above in october 1955)
by descent to the present owner
 "	"
 galerie durand-ruel, paris and new yorkmarlborough fine art, londonmr. and mrs. david meltzer, toronto, canada, 1955 (acquired from the above)by descent in the family (sold: sotheby's, new york, november 6, 2003, lot 141, illustrated in color)acquired by the present owner at the above sale
 "	315536	298024	210920	281154	316380	393616	mary cassatt	TÊTE DE FEMME AU GRAND CHAPEAU	https://www.sothebys.com/content/dam/stb/lots/N08/N08449/N08449-135-lr-1.jpg	1659	-17512	70234	77236
380	233	200000	200000	300000	300000	GBP	USD	241250	225000	26.06.2008	13.11.2018	1900-01-02 13:00:00	1899-12-28 14:00:00	London	New York	 maurice de vlaminck 1876 - 1958 paysage cézannien   signed vlaminck (lower left)oil on canvas73.2 by 92.2cm., 28 7/8 by 36 1/4 in.painted circa 1912.  	 maurice de vlaminck 1876 - 1958 vue de village   signed vlaminck (lower left)oil on canvas28 7/8 by 36 1/4 in.73.2 by 92.2 cmpainted circa 1910-11.   	https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-day-sale-l08008/lot.380.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/impressionist-modern-art-day-sale-n09931/lot.233.html	"
 galerie cazeau-béraudière, parisprivate collection, franceacquired by the present owner in february 2004
 "	"
 galerie cazeau-béraudière, parisprivate collection, franceprivate collection, florida (and sold: sotheby's, london, june 26, 2008, lot 380)acquired at the above sale
 "	377520	306967	312970	272859	469455	409289	maurice de vlaminck	VUE DE VILLAGE	https://www.sothebys.com/content/dam/sothebys-pages/auction-sales-slides/2018/11/652N09931_9V5DZ_web.jpg	3792	-70553	-40111	-60166
14	395	25000	25000	35000	35000	USD	EUR	25000	31250	15.12.2014	19.10.2018	1899-12-28 15:00:00	1900-01-03 17:00:00	New York	Paris	 maurice de vlaminck 1876 - 1958 paysage   signed vlaminck (lower right)oil on canvas15 by 18 in.38.1 by 45.7 cm  	 maurice de vlaminck 1876 - 1958 paysage   signed vlaminck (lower right and left)oil on canvas38,7 x 46,5 cm; 15 1/4  x 18 1/4  in.  	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-n09206/lot.14.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/art-impressioniste-pf1836/lot.395.html	"
 galerie d'art moderne, parisacquired from the above in may 1948
 "	"
 galerie d'art moderne, parisrobert & elisabeth haskell (acquired from the above in 1948, thence by descent and sold: sothebys, new york, december 15, 2014, lot 14)acquired at the above sale by the present owner
 "	31453	50796	31453	40637	44034	56892	maurice de vlaminck	PAYSAGE	https://www.sothebys.com/content/dam/stb/lots/PF1/PF1836/305PF1836_9YDYV_1.jpg	1404	19343	9184	12858
429	361	40000	30000	60000	50000	USD	GBP	50000	37500	03.11.2011	20.06.2018	1899-12-28 14:00:00	1900-01-02 09:30:00	New York	London	 maurice de vlaminck 1876 - 1958 bouquet de roses   signed vlaminck (lower right)oil on canvas21 7/8 by 18 1/3 in.55.5 by 46.5 cm  	 maurice de vlaminck 1876 - 1958 bouquet de roses   signed vlaminck (lower right)oil on canvas55.5 by 46.7cm., 21 7/8 by 18 3/8 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-modern-art-day-sale-n08790/lot.429.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/impressionist-modern-day-sale-l18008/lot.361.html	"
 sale: christie's, new york, november 7, 2007, lot 516acquired at the above sale
 "	"
 private collection (sale: christie's, new york, 7th november 2007, lot 516)private collection, russia (purchased at the above sale; sale: sotheby's, new york, 3rd november 2011, lot 429)willow gallery, london (purchased at the above sale)acquired from the above by the present owner
 "	59357	71547	47486	57238	71229	95396	maurice de vlaminck	BOUQUET DE ROSES	https://www.sothebys.com/content/dam/stb/lots/L18/L18008/104L18008_9TDCX.jpg	2421	12190	9752	24167
490	357	40000	50000	60000	70000	GBP	GBP	50000	56250	20.06.2013	20.06.2018	1900-01-02 13:00:00	1900-01-02 09:30:00	London	London	 maurice de vlaminck 1876 - 1958 paysage de neige   signed vlaminck (lower left)oil on canvas72.5 by 92cm., 28 1/2 by 36 1/4 in.painted circa 1922-25.  	 maurice de vlaminck 1876 - 1958 paysage de neige   signed vlaminck (lower left)oil on canvas73 by 92.1cm., 28 3/4 by 36 1/4 in.painted circa 1922-25.  	https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-day-sale-l13007/lot.490.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/impressionist-modern-day-sale-l18008/lot.357.html	"
 private collection, germanyprivate collection, germany (a gift from the above in 1954)thence by descent to the present owner
 "	"
 private collection, germanyprivate collection, germany (a gift from the above in 1954)private collection, germany (by descent from the above; sale: sotheby's, london, 20th june 2013, lot 490)purchased at the above sale by the present owner
 "	85244	107321	68195	95396	102292	133555	maurice de vlaminck	PAYSAGE DE NEIGE	https://www.sothebys.com/content/dam/stb/lots/L18/L18008/700L18008_97K2H.jpg	1826	22077	27201	31263
205	411	30000	40000	40000	60000	GBP	GBP	58850	70000	06.02.2013	01.03.2018	1900-01-02 10:30:00	1900-01-02 10:30:00	London	London	 maurice de vlaminck 1876 - 1958 paysage au crépuscule   signed vlaminck (lower left)oil on canvas54.5 by 65.5cm., 18 1/8 by 20 7/8 in.  	 maurice de vlaminck 1876 - 1958 paysage au crépuscule   signed vlaminck (lower left)oil on canvas54.3 by 65.1cm., 21 3/8 by 25 5/8 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-day-sale-l13004/lot.205.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/impressionist-modern-art-day-sale-l18004/lot.411.html	"
 galerie de l'elysée (alex maguy), paris
 "	"
 galerie de l'elysée (alex maguy), parisprivate collection, new york (sale: sotheby's, london, 6th february 2013, lot 205)purchased at the above sale by the present owner
 "	102546	134646	52274	76941	69699	115411	maurice de vlaminck	PAYSAGE AU CRÉPUSCULE	https://www.sothebys.com/content/dam/stb/lots/L18/L18004/031L18004_9M2ZY.jpg	1849	32100	24667	45712
197	392	18000	30000	25000	50000	GBP	GBP	21250	57500	20.06.2012	22.06.2017	1900-01-02 09:30:00	1900-01-02 09:30:00	London	London	 maurice de vlaminck 1876 - 1958 bouquet de fleurs   signed vlaminck (lower right)oil on canvas55 by 38.7cm., 21 5/8 by 15 1/4 in.  	 maurice de vlaminck 1876 - 1958 bouquet de fleurs   signed vlaminck (lower right)oil on canvas55 by 38.7cm., 21 5/8 by 15 1/4 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modern-art-day-sale-l12007/lot.197.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-day-sale-l17008/lot.392.html	"
 acquired by the parents of the present owner in the 1950s
 "	"
 private collection, switzerland (acquired in the 1950s)thence by descent (sale: sotheby's, london, 20th june 2012, lot 197)purchased at the above sale by the present owner
 "	35016	108072	29660	56385	41195	93976	maurice de vlaminck	BOUQUET DE FLEURS	https://www.sothebys.com/content/dam/stb/lots/L17/L17008/389L17008_9HL75.jpg	1828	73056	26725	52781
423	134	20000	40000	30000	60000	GBP	GBP	24000	37500	21.06.2005	22.06.2017	1900-01-02 13:30:00	1900-01-02 09:30:00	London	London	 maurice de vlaminck 1876 - 1958 la mer   signed vlaminck (lower left)oil on canvas65 by 81cm., 25 5/8 by 31 7/8 in.  	 maurice de vlaminck 1876 - 1958 falaise au bord de la mer   signed vlaminck (lower left)oil on canvas65.5 by 80.5cm., 25 5/8 by 31 7/8 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/impressionist-modern-art-day-sale-l05008/lot.423.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-day-sale-l17008/lot.134.html	"
 andré pacitti, parisacquired from the above by the present owner in 1963
 "	"
 andré pacitti, parisprivate collection (acquired from the above in 1963; sale: sotheby's, london, 21st june 2005, lot 423)purchased at the above sale by the present owner
 "	36408	70482	30340	75180	45510	112771	maurice de vlaminck	LA MER	https://www.sothebys.com/content/dam/stb/lots/L17/L17008/089L17008_9HFHH%201.jpg	4384	34074	44840	67261
63	426	12000	10000	15000	15000	EUR	GBP	11849	16250	08.06.2004	02.03.2017	1900-01-03 14:00:00	1900-01-02 10:00:00	Amsterdam	London	 maurice de vlaminck(1876-1958) 1876 - 1958 frenchvillage road   signedgouache and watercolour on paper44,5 by 54,5 cm.  	 maurice de vlaminck 1876 - 1958 village   signed vlaminck (lower left)gouache, watercolour, brush and ink, chalk and pencil on paper45.5 by 55.2cm., 17 7/8 by 21 3/4 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/modern-contemporary-art-am0925/lot.63.html	https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-day-sale-l17004/lot.426.html		"
 sale: sotheby's, amsterdam, 8th june 2004, lot 63purchased at the above sale by the present owner 
 "	15245	30592	15439	18825	19299	28238	maurice de vlaminck	VILLAGE	https://www.sothebys.com/content/dam/stb/lots/L17/L17004/045L17004_8XNB3.jpg	4650	15347	3386	8939
334	29	30000	20000	40000	30000	USD	USD	30000	40000	06.11.2003	26.05.2016	1899-12-28 15:15:00	1899-12-28 18:00:00	New York	New York	 maurice de vlaminck 1876 - 1958 bords de riviere   signed vlaminck (lower left)oil on canvas18 by 22in. (45.7 by 56cm)  	 maurice de vlaminck 1876 - 1958 bords de rivière   signed vlaminck (lower left)oil on canvas18 1/8 by 21 1/2 in.46 by 54.6 cm  	https://www.sothebys.com/en/auctions/ecatalogue/2003/impressionist-modern-art-part-two-n07936/lot.334.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-n09509/lot.29.html	"
 galerie bernheim-jeune, paris
galerie poyet, paris
collection zborowsky
philippe cézanne, paris (1980)
galerie de la présidence, paris 
mr. jean-louis depieds, france (acquired from the above on november 13, 1987)
galerie gilbert et paul pétridès, paris (1988)
galerie daniel malingue, paris
private collection, france
acquired from the above by the present owner
 "	"
 galerie bernheim-jeune, parisgalerie poyet, pariszborowsky collectionphilippe cézanne, paris by 1980galerie de la présidence, parismr. jean-louis depieds, france (acquired from the above on november 13, 1987)galerie gilbert et paul pétridès, paris by 1988galerie daniel malingue, parisprivate collection, franceprivate collection (acquired from the above and sold: sotheby's, new york, november 6, 2003, lot 334)acquired at the above sale by the present owner
 "	31638	53115	31638	26557	42184	39836	maurice de vlaminck	BORDS DE RIVIÈRE	https://www.sothebys.com/content/dam/stb/lots/N09/N09509/317N09509_8ZRN2.jpg	4585	21477	-5081	-2348
379	41	10000	15000	15000	20000	GBP	USD	25000	15000	09.02.2011	07.12.2015	1900-01-02 10:30:00	1899-12-28 15:00:00	London	New York	 maurice de vlaminck 1876 - 1958 la route dans le village   signed vlaminck (lower right)gouache, watercolour and ink on paper45.5 by 55.2cm., 17 7/8 by 21 3/4 in.  	 maurice de vlaminck 1876 - 1958 la route dans le village   signed vlaminck (lower right) gouache, watercolor and pen and ink on paper17 7/8 by 21 3/4 in.45.5 by 55.2 cm  	https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-modern-art-day-sale-l11005/lot.379.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-n09439/lot.41.html	"
 musée de l'athenée, genevaacquired from the above in 1958 and thence by descent to the present ownerto be included in the forthcoming maurice de vlaminck catalogue raisonné being prepared by maïthé vallès-bled and godeliève de vlaminck under the sponsorship of the wildenstein institute.
 "	"
 musée de l'athenée, genevaacquired from the above in 1958thence by descent (and sold: sotheby's, london, february 9, 2011, lot 379) acquired at the above sale by the present owner
 "	42074	19167	16829	19167	25244	25556	maurice de vlaminck	LA ROUTE DANS LE VILLAGE	https://www.sothebys.com/content/dam/stb/lots/N09/N09439/392N09439_8HQK5.jpg	1762	-22907	2338	312
361	39	25000	40000	35000	60000	USD	USD	26400	37500	06.11.2003	07.12.2015	1899-12-28 15:15:00	1899-12-28 15:00:00	New York	New York	 maurice de vlaminck 1876 - 1958 nature morte: pain et pichet   signed vlaminck (lower left) and dated sept. 42 (lower right)oil on canvas21 3/8 by 28 3/4 in. (54.5 by 73cm)  	 maurice de vlaminck 1876 - 1958 nature morte: pain et pichet   signed vlaminck (lower left) oil on canvas21 1/4 by 28 3/4 in.54 by 73 cm  	https://www.sothebys.com/en/auctions/ecatalogue/2003/impressionist-modern-art-part-two-n07936/lot.361.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-n09439/lot.39.html		"
 sale: sotheby's, new york, november 6, 2003, lot 361acquired at the above sale by the present owner
 "	27841	47918	26365	51112	36911	76669	maurice de vlaminck	NATURE MORTE: PAIN ET PICHET	https://www.sothebys.com/content/dam/stb/lots/N09/N09439/042N09439_8FW2P.jpg	4414	20077	24747	39758
589	222	30000	50000	50000	70000	GBP	USD	37500	62500	06.02.2014	06.11.2015	1900-01-02 10:30:00	1899-12-28 15:00:00	London	New York	 maurice de vlaminck 1876 - 1958 vue d'un village au bord de l'eau   signed vlaminck (lower left)oil on paper laid down on canvas48.5 by 61.3cm., 19 1/4 by 22 1/4 in.painted circa 1925.  	 maurice de vlaminck 1876 - 1958 vue d'un village au bord de l'eau   signed vlaminck (lower left)oil on paper laid down on canvas19 by 24 in.48.3 by 61.2 cmpainted circa 1925.  	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l14004/lot.589.html	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-n09416/lot.222.html	"
 private collection, united statesprivate collection, netherlands (acquired in 1997)
 "	"
 private collection, united statesprivate collection, netherlands (acquired in 1997 and sold: sotheby's, london, february 6, 2014, lot 589)acquired at the above sale
 "	66420	79361	53136	63489	88560	88885	maurice de vlaminck	VUE D'UN VILLAGE AU BORD DE L'EAU	https://www.sothebys.com/content/dam/stb/lots/N09/N09416/918N09416_8PZRM.jpg	638	12941	10353	325
275	495	15000	25000	20000	35000	GBP	GBP	37250	27500	25.06.2009	25.06.2015	1900-01-02 10:00:00	1900-01-02 09:00:00	London	London	 maurice de vlaminck 1876 - 1958 fleurs dans une cruche   signed vlaminck (lower left)oil on canvas46 by 33.2cm., 22 1/8 by 13 1/8 in.  	 maurice de vlaminck 1876 - 1958 fleurs dans une cruche   signed vlaminck (lower left)oil on canvas46.1 by 33.1cm., 18 1/8 by 13in.painted in 1955.  	https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-and-modern-art-day-sale-l09607/lot.275.html	https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l15007/lot.495.html	"
 sale: christie's, london, 6th april 1976, lot 71purchased at the above sale by the present owner
 "	"
 luiz pina (acquired directly from the artist in december 1955)sale: christie's, london, 6th april 1976, lot 71private collection, spain (purchased at the above sale; sale: sotheby’s, london, 25th june 2009, lot 275)purchased at the above sale by the present owner
 "	59168	49473	23826	44976	31768	62966	maurice de vlaminck	FLEURS DANS UNE CRUCHE	https://www.sothebys.com/content/dam/stb/lots/L15/L15007/395L15007_86TVF.jpg	2191	-9695	21150	31198
486	132	45000	70000	55000	90000	GBP	USD	36000	86500	20.06.2007	03.05.2012	1900-01-02 12:00:00	1899-12-28 14:00:00	London	New York	 maurice de vlaminck 1876 - 1958 paysage de printemps   signed vlaminck (lower left)oil on canvas50 by 65.5cm., 19 5/8 by 25 3/4 in.painted in 1912-14.  	 maurice de vlaminck 1876 - 1958 paysage de printemps   signed vlaminck (lower left)oil on canvas19 5/8 by 25 3/4 in.50 by 65.5 cmpainted in 1912-14.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-art-day-sale-l07008/lot.486.html	https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-modern-art-day-sale-n08851/lot.132.html	"
 perls gallery, new yorkestate of mr r. f. voyer, texas 
 "	"
 perls gallery, new yorkthe estate of mr. r. f. voyer, texassale: sotheby's, london, june 20, 2007, lot 486acquired at the above sale
 "	55653	103273	69566	83573	85026	107451	maurice de vlaminck	PAYSAGE DE PRINTEMPS	https://www.sothebys.com/content/dam/stb/lots/N08/N08851/366N08851_5ZYMN.jpg	1779	47620	14007	22425
36	191	20000	30000	30000	40000	GBP	GBP	30000	39650	11.07.2006	23.06.2010	1899-12-25 12:30:00	1900-01-02 09:30:00	Olympia	London	 maurice de vlaminck, 1876-1958 rue de village   signedoil on canvas60 by 73cm.; 23 5/8 by 28 3/4 in.  	 maurice de vlaminck 1876 - 1958 église   signed vlaminck (lower right)oil on canvas59.9 by 72.9cm., 23 5/8 by 28 5/8 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/impressionist-and-modern-art-w06711/lot.36.html	https://www.sothebys.com/en/auctions/ecatalogue/2010/impressionist-modern-art-day-sale-l10007/lot.191.html	"
 palais des beaux-arts de bruxelles, brusselsgalerie le centaure, brusselsacquired from the above by the family of the present owner in the 1950sthence by descent
 "	"
 galerie le centaure, brusselsprivate collection, belgium (acquired from the above)private collection (by descent from the above; sale: sotheby's, london, 11th july 2006, lot 36)purchased at the above sale by the present owner
 "	45420	64919	30280	49119	45420	65492	maurice de vlaminck	ÉGLISE	https://www.sothebys.com/content/dam/stb/lots/L10/L10007/L10007-191-lr-1.jpg	1443	19499	18839	20072
366	536	80000	50000	120000	70000	USD	GBP	96000	60500	04.05.2005	06.02.2008	1899-12-28 14:15:00	1900-01-02 14:00:00	New York	London	 maurice de vlaminck 1876 - 1958 le matin d'été   signed vlaminck (lower left)oil on canvas23 7/8 by 28 3/4 in.60.6 by 73cm  	 maurice de vlaminck 1876 - 1958 le matin d'été   signed vlaminck (lower left)oil on canvas60.6 by 73.5cm., 23 7/8 by 28 7/8 in.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/impressionist-modern-art-part-two-n08090/lot.366.html	https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-and-modern-art-day-sale-l08005/lot.536.html	"
 galerie charpentier, paris
 "	"
 galerie charpentier, parisprivate collection, new york (sale: sotheby's, new york, 4th may 2005, lot 366)purchased at the above sale by the present owner
 "	105261	95837	87718	79204	131577	110886	maurice de vlaminck	LE MATIN D'ÉTÉ	https://www.sothebys.com/content/dam/stb/lots/L08/L08005/L08005-536-lr-1.jpg	1008	-9424	-8514	-20691
276	358	80000	120000	120000	180000	USD	GBP	243200	192000	06.05.2004	20.06.2007	1899-12-28 14:15:00	1900-01-02 12:00:00	New York	London	 maurice de vlaminck 1876 - 1958 vase de fleurs et fruits   signed vlaminck (lower left)oil on canvas32 by 25 3/4 in.81.3 by 65.4cmpainted in 1910.  	 maurice de vlaminck 1876 - 1958 fruits et fleurs   signed vlaminck (lower left)oil on canvas81 by 65cm., 31 7/8 by 25 5/8 in.painted in 1910.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/impressionist-and-modern-art-part-two-n07991/lot.276.html	https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-modern-art-day-sale-l07008/lot.358.html	"
 lucien lefebvre foinet, parislilienfeld galleries, new yorkmr. carter higgins, worcester, ma (acquired from the above in 1939)private collection, new york
 "	"
 lucien lefebvre foinet, parislilienfeld galleries, new yorkmr. carter higgins, worcester, massachusetts (acquired from the above in 1939)private collection, new york (sale: sotheby's, new york, 6th may 2004, lot 276)noortman master paintings, the netherlands (purchased at the above sale)acquired from the above by the present owner  
 "	263930	296818	86819	185511	130228	278267	maurice de vlaminck	FRUITS ET FLEURS	https://www.sothebys.com/content/dam/stb/lots/L07/L07008/L07008-358-lr-1.jpg	1140	32888	98692	148039
